Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,ISSN,ISBN,CODEN,Document Type,Publication Stage,Open Access,Source,EID,pub_id,quartile,quartile_match,author_id_list,author_id,DOCENTE,CODIGO,ESCUELA
"Soto-DelaVega, M.; Vásquez, J.; Fúquene-Retamoso, C.","Soto-DelaVega, Manuel (57291105700); Vásquez, Jenifer (57205400052); Fúquene-Retamoso, Carlos Eduardo (36805485900)",57291105700; 57205400052; 36805485900,Inventory Management System for the case study of a Cement Distributor,2024,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,,,,,0,10.18687/LACCEI2024.1.1.1817,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203827081&doi=10.18687%2FLACCEI2024.1.1.1817&partnerID=40&md5=f714c0577dbdde996abf7e95a697aa90,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85203827081,2-s2.0-85203827081,SQ,none,"['57291105700', '57205400052', '36805485900']",57205400052,JENIFER YORIS VASQUEZ AGUILAR,T00012602,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Ariza-Rúa, D.L.; Rubiano-Labrador, C.; Marbello-Peña, H.; González-Campo, M.J.; Hurtado-Márquez, J.S.","Ariza-Rúa, Danilo Lusbin (58618811100); Rubiano-Labrador, Carolina (55649334800); Marbello-Peña, Humberto (59325343900); González-Campo, María José (57220072394); Hurtado-Márquez, Julio Seferino (58772330300)",58618811100; 55649334800; 59325343900; 57220072394; 58772330300,Macrostructural Processing of Text to Enhance Reading Comprehension of Chemistry-Related Texts,2024,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,,,,,0,10.18687/LACCEI2024.1.1.674,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203825841&doi=10.18687%2FLACCEI2024.1.1.674&partnerID=40&md5=0c8384d53eb802df6304fa966adacd64,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85203825841,2-s2.0-85203825841,SQ,none,"['58618811100', '55649334800', '59325343900', '57220072394', '58772330300']",58618811100,DANILO LUSBIN ARIZA RUA,T00000083,CIENCIAS BÁSICAS
"Ariza-Rúa, D.L.; Rubiano-Labrador, C.; Marbello-Peña, H.; González-Campo, M.J.; Hurtado-Márquez, J.S.","Ariza-Rúa, Danilo Lusbin (58618811100); Rubiano-Labrador, Carolina (55649334800); Marbello-Peña, Humberto (59325343900); González-Campo, María José (57220072394); Hurtado-Márquez, Julio Seferino (58772330300)",58618811100; 55649334800; 59325343900; 57220072394; 58772330300,Macrostructural Processing of Text to Enhance Reading Comprehension of Chemistry-Related Texts,2024,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,,,,,0,10.18687/LACCEI2024.1.1.674,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203825841&doi=10.18687%2FLACCEI2024.1.1.674&partnerID=40&md5=0c8384d53eb802df6304fa966adacd64,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85203825841,2-s2.0-85203825841,SQ,none,"['58618811100', '55649334800', '59325343900', '57220072394', '58772330300']",55649334800,DIANA CAROLINA RUBIANO LABRADOR,T00049553,CIENCIAS BÁSICAS
"Del Rio Cortina, J.L.; Amparo Burgos Negrete, M.; Machado-Licona, J.","Del Rio Cortina, Jorge Luis (57197807415); Amparo Burgos Negrete, Magaly (59326385700); Machado-Licona, Jhorquis (59325851500)",57197807415; 59326385700; 59325851500,The Importance of -TRF- terms of reference in the Procurement of Goods and Merchandise in organizations; La Importancia de -TRF- términos de referencia en la Adquisición de Bienes y Mercancías en las organizaciones,2024,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,,,,,0,10.18687/LACCEI2024.1.1.1047,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203816960&doi=10.18687%2FLACCEI2024.1.1.1047&partnerID=40&md5=41dc1d133422deced18ffa4bb4c06c41,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,,Scopus,2-s2.0-85203816960,2-s2.0-85203816960,SQ,none,"['57197807415', '59326385700', '59325851500']",57197807415,JORGE LUIS DEL RIO CORTINA,T00000413,"ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD"
"Acevedo-Barrios, R.; Chavarro-Mesa, E.; Porto-Tatis, M.; Barrios-Flores, L.; Villalba-Acevedo, J.-L.; Pasqualino, J.C.; Monroy-Licht, A.; Angélica Leal, M.","Acevedo-Barrios, R. L. (56674579200); Chavarro-Mesa, Edisson (57188841051); Porto-Tatis, Manuel (59326018600); Barrios-Flores, Lina (59326198800); Villalba-Acevedo, Jorge Luis (57918628600); Pasqualino, Jorgelina C. (14622047600); Monroy-Licht, Andrea (57456149600); Angélica Leal, María (59325495300)",56674579200; 57188841051; 59326018600; 59326198800; 57918628600; 14622047600; 57456149600; 59325495300,Effects of perchlorate on the growth and development of corn (Zea mays) and bean (Phaseolus vulgaris) plants,2024,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,,,,,1,10.18687/LACCEI2024.1.1.506,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203815476&doi=10.18687%2FLACCEI2024.1.1.506&partnerID=40&md5=1b377b6766e71464509723901aa1b6d6,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,,Scopus,2-s2.0-85203815476,2-s2.0-85203815476,SQ,none,"['56674579200', '57188841051', '59326018600', '59326198800', '57918628600', '14622047600', '57456149600', '59325495300']",56674579200,ROSA LEONOR ACEVEDO BARRIOS,T00020729,CIENCIAS BÁSICAS
"Acevedo-Barrios, R.; Chavarro-Mesa, E.; Porto-Tatis, M.; Barrios-Flores, L.; Villalba-Acevedo, J.-L.; Pasqualino, J.C.; Monroy-Licht, A.; Angélica Leal, M.","Acevedo-Barrios, R. L. (56674579200); Chavarro-Mesa, Edisson (57188841051); Porto-Tatis, Manuel (59326018600); Barrios-Flores, Lina (59326198800); Villalba-Acevedo, Jorge Luis (57918628600); Pasqualino, Jorgelina C. (14622047600); Monroy-Licht, Andrea (57456149600); Angélica Leal, María (59325495300)",56674579200; 57188841051; 59326018600; 59326198800; 57918628600; 14622047600; 57456149600; 59325495300,Effects of perchlorate on the growth and development of corn (Zea mays) and bean (Phaseolus vulgaris) plants,2024,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,,,,,1,10.18687/LACCEI2024.1.1.506,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203815476&doi=10.18687%2FLACCEI2024.1.1.506&partnerID=40&md5=1b377b6766e71464509723901aa1b6d6,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,,Scopus,2-s2.0-85203815476,2-s2.0-85203815476,SQ,none,"['56674579200', '57188841051', '59326018600', '59326198800', '57918628600', '14622047600', '57456149600', '59325495300']",57188841051,EDISSON CHAVARRO MESA,T00053267,CIENCIAS BÁSICAS
"Acevedo-Barrios, R.; Chavarro-Mesa, E.; Porto-Tatis, M.; Barrios-Flores, L.; Villalba-Acevedo, J.-L.; Pasqualino, J.C.; Monroy-Licht, A.; Angélica Leal, M.","Acevedo-Barrios, R. L. (56674579200); Chavarro-Mesa, Edisson (57188841051); Porto-Tatis, Manuel (59326018600); Barrios-Flores, Lina (59326198800); Villalba-Acevedo, Jorge Luis (57918628600); Pasqualino, Jorgelina C. (14622047600); Monroy-Licht, Andrea (57456149600); Angélica Leal, María (59325495300)",56674579200; 57188841051; 59326018600; 59326198800; 57918628600; 14622047600; 57456149600; 59325495300,Effects of perchlorate on the growth and development of corn (Zea mays) and bean (Phaseolus vulgaris) plants,2024,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,,,,,1,10.18687/LACCEI2024.1.1.506,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203815476&doi=10.18687%2FLACCEI2024.1.1.506&partnerID=40&md5=1b377b6766e71464509723901aa1b6d6,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,,Scopus,2-s2.0-85203815476,2-s2.0-85203815476,SQ,none,"['56674579200', '57188841051', '59326018600', '59326198800', '57918628600', '14622047600', '57456149600', '59325495300']",57918628600,JORGE LUIS VILLALBA ACEVEDO,T00057400,CIENCIAS BÁSICAS
"Acevedo-Barrios, R.; Chavarro-Mesa, E.; Porto-Tatis, M.; Barrios-Flores, L.; Villalba-Acevedo, J.-L.; Pasqualino, J.C.; Monroy-Licht, A.; Angélica Leal, M.","Acevedo-Barrios, R. L. (56674579200); Chavarro-Mesa, Edisson (57188841051); Porto-Tatis, Manuel (59326018600); Barrios-Flores, Lina (59326198800); Villalba-Acevedo, Jorge Luis (57918628600); Pasqualino, Jorgelina C. (14622047600); Monroy-Licht, Andrea (57456149600); Angélica Leal, María (59325495300)",56674579200; 57188841051; 59326018600; 59326198800; 57918628600; 14622047600; 57456149600; 59325495300,Effects of perchlorate on the growth and development of corn (Zea mays) and bean (Phaseolus vulgaris) plants,2024,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,,,,,1,10.18687/LACCEI2024.1.1.506,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203815476&doi=10.18687%2FLACCEI2024.1.1.506&partnerID=40&md5=1b377b6766e71464509723901aa1b6d6,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,,Scopus,2-s2.0-85203815476,2-s2.0-85203815476,SQ,none,"['56674579200', '57188841051', '59326018600', '59326198800', '57918628600', '14622047600', '57456149600', '59325495300']",14622047600,JORGELINA CECILIA PASQUALINO,T00057322,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Acevedo-Barrios, R.; Rubiano-Labrador, C.; Altamar-Mercado, H.; Villalba-Acevedo, J.-L.; Monroy-Licht, A.; Carranza-Lopez, L.; Angélica Leal, M.; Tovar Rodríguez, D.","Acevedo-Barrios, R. L. (56674579200); Rubiano-Labrador, Carolina (55649334800); Altamar-Mercado, Hernando (57203321995); Villalba-Acevedo, Jorge Luis (57918628600); Monroy-Licht, Andrea (57456149600); Carranza-Lopez, Liliana (57190434346); Angélica Leal, María (59325495300); Tovar Rodríguez, David F. (58310000000)",56674579200; 55649334800; 57203321995; 57918628600; 57456149600; 57190434346; 59325495300; 58310000000,"Identification of tardigrades from the Half Moon Island, Antarctic",2024,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,,,,,0,10.18687/LACCEI2024.1.1.445,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203815094&doi=10.18687%2FLACCEI2024.1.1.445&partnerID=40&md5=b7a5ded606eae3eed5946479992f3581,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,,Scopus,2-s2.0-85203815094,2-s2.0-85203815094,SQ,none,"['56674579200', '55649334800', '57203321995', '57918628600', '57456149600', '57190434346', '59325495300', '58310000000']",56674579200,ROSA LEONOR ACEVEDO BARRIOS,T00020729,CIENCIAS BÁSICAS
"Acevedo-Barrios, R.; Rubiano-Labrador, C.; Altamar-Mercado, H.; Villalba-Acevedo, J.-L.; Monroy-Licht, A.; Carranza-Lopez, L.; Angélica Leal, M.; Tovar Rodríguez, D.","Acevedo-Barrios, R. L. (56674579200); Rubiano-Labrador, Carolina (55649334800); Altamar-Mercado, Hernando (57203321995); Villalba-Acevedo, Jorge Luis (57918628600); Monroy-Licht, Andrea (57456149600); Carranza-Lopez, Liliana (57190434346); Angélica Leal, María (59325495300); Tovar Rodríguez, David F. (58310000000)",56674579200; 55649334800; 57203321995; 57918628600; 57456149600; 57190434346; 59325495300; 58310000000,"Identification of tardigrades from the Half Moon Island, Antarctic",2024,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,,,,,0,10.18687/LACCEI2024.1.1.445,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203815094&doi=10.18687%2FLACCEI2024.1.1.445&partnerID=40&md5=b7a5ded606eae3eed5946479992f3581,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,,Scopus,2-s2.0-85203815094,2-s2.0-85203815094,SQ,none,"['56674579200', '55649334800', '57203321995', '57918628600', '57456149600', '57190434346', '59325495300', '58310000000']",55649334800,DIANA CAROLINA RUBIANO LABRADOR,T00049553,CIENCIAS BÁSICAS
"Acevedo-Barrios, R.; Rubiano-Labrador, C.; Altamar-Mercado, H.; Villalba-Acevedo, J.-L.; Monroy-Licht, A.; Carranza-Lopez, L.; Angélica Leal, M.; Tovar Rodríguez, D.","Acevedo-Barrios, R. L. (56674579200); Rubiano-Labrador, Carolina (55649334800); Altamar-Mercado, Hernando (57203321995); Villalba-Acevedo, Jorge Luis (57918628600); Monroy-Licht, Andrea (57456149600); Carranza-Lopez, Liliana (57190434346); Angélica Leal, María (59325495300); Tovar Rodríguez, David F. (58310000000)",56674579200; 55649334800; 57203321995; 57918628600; 57456149600; 57190434346; 59325495300; 58310000000,"Identification of tardigrades from the Half Moon Island, Antarctic",2024,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,,,,,0,10.18687/LACCEI2024.1.1.445,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203815094&doi=10.18687%2FLACCEI2024.1.1.445&partnerID=40&md5=b7a5ded606eae3eed5946479992f3581,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,,Scopus,2-s2.0-85203815094,2-s2.0-85203815094,SQ,none,"['56674579200', '55649334800', '57203321995', '57918628600', '57456149600', '57190434346', '59325495300', '58310000000']",57203321995,HERNANDO RAFAEL ALTAMAR MERCADO,T00021700,CIENCIAS BÁSICAS
"Acevedo-Barrios, R.; Rubiano-Labrador, C.; Altamar-Mercado, H.; Villalba-Acevedo, J.-L.; Monroy-Licht, A.; Carranza-Lopez, L.; Angélica Leal, M.; Tovar Rodríguez, D.","Acevedo-Barrios, R. L. (56674579200); Rubiano-Labrador, Carolina (55649334800); Altamar-Mercado, Hernando (57203321995); Villalba-Acevedo, Jorge Luis (57918628600); Monroy-Licht, Andrea (57456149600); Carranza-Lopez, Liliana (57190434346); Angélica Leal, María (59325495300); Tovar Rodríguez, David F. (58310000000)",56674579200; 55649334800; 57203321995; 57918628600; 57456149600; 57190434346; 59325495300; 58310000000,"Identification of tardigrades from the Half Moon Island, Antarctic",2024,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,,,,,0,10.18687/LACCEI2024.1.1.445,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203815094&doi=10.18687%2FLACCEI2024.1.1.445&partnerID=40&md5=b7a5ded606eae3eed5946479992f3581,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,,Scopus,2-s2.0-85203815094,2-s2.0-85203815094,SQ,none,"['56674579200', '55649334800', '57203321995', '57918628600', '57456149600', '57190434346', '59325495300', '58310000000']",57918628600,JORGE LUIS VILLALBA ACEVEDO,T00057400,CIENCIAS BÁSICAS
"De La Hoz Del Villar, R.C.; Vega-Jurado, J.M.V.; Del Rio Cortina, J.L.; Machado-Licona, J.","De La Hoz Del Villar, Rita Cecilia (59326410200); Vega-Jurado, Jaider (57198495807); Del Rio Cortina, Jorge Luis (57197807415); Machado-Licona, Jhorquis (59325851500)",59326410200; 57198495807; 57197807415; 59325851500,Creating Experiences in Creative and Cultural Industries: The Impact of Museums as Epicenters of Innovation; Creación de Experiencias en Industrias Creativas y Culturales: El Impacto de los Museos como Epicentros de Innovación,2024,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,,,,,0,10.18687/LACCEI2024.1.1.941,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203812857&doi=10.18687%2FLACCEI2024.1.1.941&partnerID=40&md5=5a45c8c8206bdaeb8cfd5579c0d107b7,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,,Scopus,2-s2.0-85203812857,2-s2.0-85203812857,SQ,none,"['59326410200', '57198495807', '57197807415', '59325851500']",57197807415,JORGE LUIS DEL RIO CORTINA,T00000413,"ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD"
"Angulo, D.; Raúl, P.; Gualdrón, G.; Villa, J.L.","Angulo, Daider (59325514900); Raúl, Padrón C. (57211351906); Gualdrón, Carlos G. (57215557867); Villa, J. L. (7005142049)",59325514900; 57211351906; 57215557867; 7005142049,"Importance of good project management practices at NGOs, according to PMI (Project Management Institute)",2024,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,,,,,0,10.18687/LACCEI2024.1.1.1492,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203806325&doi=10.18687%2FLACCEI2024.1.1.1492&partnerID=40&md5=2d29a8747c185719fc626ca97dad487e,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,,Scopus,2-s2.0-85203806325,2-s2.0-85203806325,SQ,none,"['59325514900', '57211351906', '57215557867', '7005142049']",7005142049,JOSE LUIS VILLA RAMIREZ,T00000068,"ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO"
"Ariza-Rúa, D.L.; Hurtado-Márquez, J.S.; Marbello-Peña, H.; Chavarro-Mesa, E.; Carranza-Lopez, L.","Ariza-Rúa, Danilo Lusbin (58618811100); Hurtado-Márquez, Julio Seferino (58772330300); Marbello-Peña, Humberto (59325343900); Chavarro-Mesa, Edisson (57188841051); Carranza-Lopez, Liliana (57190434346)",58618811100; 58772330300; 59325343900; 57188841051; 57190434346,2D-QSAR Study of Thiazole derivatives as 5-Lipoxygenase inhibitors,2024,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,,,,,0,10.18687/LACCEI2024.1.1.1785,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203802756&doi=10.18687%2FLACCEI2024.1.1.1785&partnerID=40&md5=69265becc6d30dd99159e30585755034,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85203802756,2-s2.0-85203802756,SQ,none,"['58618811100', '58772330300', '59325343900', '57188841051', '57190434346']",58618811100,DANILO LUSBIN ARIZA RUA,T00000083,CIENCIAS BÁSICAS
"Ariza-Rúa, D.L.; Hurtado-Márquez, J.S.; Marbello-Peña, H.; Chavarro-Mesa, E.; Carranza-Lopez, L.","Ariza-Rúa, Danilo Lusbin (58618811100); Hurtado-Márquez, Julio Seferino (58772330300); Marbello-Peña, Humberto (59325343900); Chavarro-Mesa, Edisson (57188841051); Carranza-Lopez, Liliana (57190434346)",58618811100; 58772330300; 59325343900; 57188841051; 57190434346,2D-QSAR Study of Thiazole derivatives as 5-Lipoxygenase inhibitors,2024,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,,,,,0,10.18687/LACCEI2024.1.1.1785,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203802756&doi=10.18687%2FLACCEI2024.1.1.1785&partnerID=40&md5=69265becc6d30dd99159e30585755034,,9780999344316; 9786289520743; 9780999344361; 9789585207196; 9786289661309; 9780999344309; 9789585207189; 9789585207141; 9786289520774; 9786289520705,,Conference paper,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85203802756,2-s2.0-85203802756,SQ,none,"['58618811100', '58772330300', '59325343900', '57188841051', '57190434346']",57188841051,EDISSON CHAVARRO MESA,T00053267,CIENCIAS BÁSICAS
