pub_id,Year,Title,Source,ISSN,DOI,EID,quartile,escuelas,docentes
2-s2.0-105013839047,2025,Fast computation of 3D domain integrals in boundary element methods using meshless integration methods: Application to Poisson's equation,Engineering Analysis with Boundary Elements,09557997,10.1016/j.enganabound.2025.106430,2-s2.0-105013839047,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JAIRO FRANCISCO USECHE VIVERO']
2-s2.0-105014320040,2025,Digital-Twin-Enabled Process Monitoring for a Robotic Additive Manufacturing Cell Using Wire-Based Laser Metal Deposition,Processes,,10.3390/pr13082335,2-s2.0-105014320040,Q2,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['EFRAÍN ANDRÉS RODRÍGUEZ GASCA']
2-s2.0-105014428683,2025,"Cultural Practices of Mental Health Care and their Relationship to Peacebuilding in Montes de María, Colombia; Prácticas Culturales de Cuidado de la Salud Mental y su Relación con la Construcción de Paz en Los Montes de María, Colombia",Revista Colombiana de Psicologia,01215469,10.15446/rcp.v34n2.115817,2-s2.0-105014428683,Q2,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['PABLO GUSTAVO SALOMO ABITBOL PINEIRO']
2-s2.0-105014477130,2025,A Politics of Global Datasets and Models in Flood Risk Management,Water Alternatives,19650175,,2-s2.0-105014477130,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['YADY TATIANA SOLANO CORREA']
2-s2.0-105014601429,2025,Calibration of multimodal 3D structured-light systems using digital features,Applied Optics,1559128X,10.1364/AO.569536,2-s2.0-105014601429,Q2,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['ANDRES GUILLERMO MARRUGO HERNANDEZ']
2-s2.0-105014804906,2025,"The significance of clean energy, education, and environmental management in fostering a sustainable future",Global Journal of Environmental Science and Management,23833572,10.22034/gjesm.2025.03.08,2-s2.0-105014804906,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['ARGEMIRO PALENCIA DIAZ']
2-s2.0-105015050458,2025,"Biological approaches to mitigate heavy metal pollution from battery production effluents: advances, challenges, and perspectives",Environmental Science and Pollution Research,09441344,10.1007/s11356-025-36792-8,2-s2.0-105015050458,Q1,['CIENCIAS BÁSICAS'],['ROSA LEONOR ACEVEDO BARRIOS']
2-s2.0-105015214420,2025,Enhancing Learning for 7-10-Year-Olds through Functional Advanced Didactics: A Promising Approach in Colombia; Melhorar a aprendizagem das crianças de 7-10 anos através da Didática Funcional Avançada: Uma abordagem promissora na Colômbia; Potenciando el aprendizaje de los niños de 7 a 10 años mediante la enseñanza funcional avanzada: un enfoque prometedor en Colombia,Revista Lasallista de Investigacion,17944449,10.22507/rli.v22n1a3663,2-s2.0-105015214420,Q4,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']","['KAROL PATRICIA GUTIERREZ RUIZ', 'WILLIAM ARELLANO CARTAGENA']"
2-s2.0-105015372289,2025,Combined Effect of ABL Profile and Rotation in Wind Turbine Wakes: New Three-Dimensional Wake Model,Energies,,10.3390/en18174726,2-s2.0-105015372289,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JAIRO FRANCISCO USECHE VIVERO']
2-s2.0-105015723252,2025,Incorporation of the GRG-optimization method in the design and simulation of solar falling-film slurry photocatalytic reactors operated under turbulent regime,Applied Catalysis A: General,0926860X,10.1016/j.apcata.2025.120562,2-s2.0-105015723252,Q2,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['DEYLER RAFAEL CASTILLA CABALLERO']
2-s2.0-105016249780,2026,A Low Power Non-invasive Wrist-Based Approach for Glucose Monitoring,Communications in Computer and Information Science,18650929,10.1007/978-3-031-98287-3_10,2-s2.0-105016249780,Q4,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['LENNY ALEXANDRA ROMERO PEREZ', 'SONIA HELENA CONTRERAS ORTIZ']"
2-s2.0-105016331457,2025,Economic Optimization of Local Energy Markets: Strategies for Prosumers with IoT and Blockchain Integration,,,10.1109/LCIoT64881.2025.11118552,2-s2.0-105016331457,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JUAN CARLOS MARTINEZ SANTOS', 'MARIA FERNANDA MEDINA REYES']"
2-s2.0-105016793869,2025,"Struggles for identity, territory and family of social organizations in the department of Cauca (Colombia); Luchas por la identidad, el territorio y la familia de organizaciones sociales del departamento del Cauca (Colombia)",Mundo Agrario,,10.24215/15155994e292,2-s2.0-105016793869,Q3,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['ELSY MERCEDES DOMINGUEZ DE LA OSSA']
2-s2.0-105017060801,2025,Analytical Modelling of Water Pipeline Start-Up Processes,Fluids,,10.3390/fluids10090242,2-s2.0-105017060801,Q2,['CIENCIAS BÁSICAS'],"['ALBERTO PATIÑO VANEGAS', 'CARLOS RAFAEL PAYARES GUEVARA', 'ENRIQUE PEREIRA BATISTA']"
2-s2.0-105017120204,2025,Urban mobility insights: A dataset for exploring network topology and city dynamics,Data in Brief,,10.1016/j.dib.2025.112076,2-s2.0-105017120204,Q2,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['DAVID SIERRA PORTA']
2-s2.0-105017596171,2025,Remote Sensing for Risk Management: Solid Waste Detection Using YOLOv10,,,10.1109/STSIVA66383.2025.11156325,2-s2.0-105017596171,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO', 'ESCUELA DE TRANSFORMACIÓN DIGITAL']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'YADY TATIANA SOLANO CORREA']"
2-s2.0-105017713410,2025,Reimagining a Portable Corneal Topographer Using Mechanical Phase Shifting Profilometry,,,10.1109/STSIVA66383.2025.11156427,2-s2.0-105017713410,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ANDRES GUILLERMO MARRUGO HERNANDEZ', 'LENNY ALEXANDRA ROMERO PEREZ']"
2-s2.0-105017763405,2026,Nature-inspired lotus-shaped fins combined with hybrid nanoparticles and metal foam for high-performance latent heat thermal energy storage,International Journal of Heat and Mass Transfer,00179310,10.1016/j.ijheatmasstransfer.2025.127897,2-s2.0-105017763405,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['LUIS ÁNGEL PORTO HERNÁNDEZ']
2-s2.0-105018752230,2025,Global complexity signatures of solar cycles: A unified Entropy-Fractal survey of OMNI solar wind data (1964–2025),Advances in Space Research,02731177,10.1016/j.asr.2025.09.072,2-s2.0-105018752230,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['DAVID SIERRA PORTA']
2-s2.0-105018948069,2025,Narratives about the implementation of a psychosocial care program for survivors of the Colombian armed conflict; Narrativas de los funcionarios de un programa de atención psicosocial a sobrevivientes del conflicto armado colombiano,Interdisciplinaria,03258203,10.16888/interd.2025.42.2.26,2-s2.0-105018948069,Q3,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['ELSY MERCEDES DOMINGUEZ DE LA OSSA']
2-s2.0-105019042517,2025,Hybrid Re-ranking for Biomedical Entity Linking using SapBERT Embeddings: A High-Performance System for BioNNE-L 2025-1,CEUR Workshop Proceedings,16130073,,2-s2.0-105019042517,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JAIRO ENRIQUE SERRANO CASTAÑEDA', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-105019042653,2025,COTECMAR–UTB at TalentCLEF 2025: Linking Job Titles and ESCO Skills with Sentence Transformer Embeddings,CEUR Workshop Proceedings,16130073,,2-s2.0-105019042653,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JAIRO ENRIQUE SERRANO CASTAÑEDA', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-105019045699,2025,CEDNAV–UTB: Efficient Image Retrieval for Arguments with CLIP,CEUR Workshop Proceedings,16130073,,2-s2.0-105019045699,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JAIRO ENRIQUE SERRANO CASTAÑEDA', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-105019046953,2025,"Prediction of Human Preferences and Explanation Generation with LLM: An Approach Based on RAG, Few-Shot Learning, and Auto-CoT",CEUR Workshop Proceedings,16130073,,2-s2.0-105019046953,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JAIRO ENRIQUE SERRANO CASTAÑEDA', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-105019047967,2025,Tiles-wise Inference with Vision Transformers for Multispecies Identification in Vegetation Images,CEUR Workshop Proceedings,16130073,,2-s2.0-105019047967,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JAIRO ENRIQUE SERRANO CASTAÑEDA', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-105019055348,2025,UTBNLP at CLEF JOKER 2025 Task 2: mBART-50 Fine-Tuning with Dictionary-Guided Forced Decoding and Phoneme-Based Techniques for English-French Pun Translation,CEUR Workshop Proceedings,16130073,,2-s2.0-105019055348,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JAIRO ENRIQUE SERRANO CASTAÑEDA', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-105019057081,2025,RoBERT-IA: Human-AI Collaborative Text Classification,CEUR Workshop Proceedings,16130073,,2-s2.0-105019057081,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JAIRO ENRIQUE SERRANO CASTAÑEDA', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-105019057106,2025,Development of a Biomedical Question Answering System Based on Transformer Models,CEUR Workshop Proceedings,16130073,,2-s2.0-105019057106,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-105019059160,2025,VerbaNex at TalentCLEF2025: Semantic Matching of Multilingual Job Titles through a Framework Integrating ESCO Taxonomy,CEUR Workshop Proceedings,16130073,,2-s2.0-105019059160,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JAIRO ENRIQUE SERRANO CASTAÑEDA', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-105019059289,2025,COTECMAR-UTB at eRisk 2025: Semantic-Centroid Symptom Ranking and Early Depression Detection using Adaptive Decision Rule,CEUR Workshop Proceedings,16130073,,2-s2.0-105019059289,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JAIRO ENRIQUE SERRANO CASTAÑEDA', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-105019059818,2025,VerbaNexAI at CheckThat! 2025: Fine-Tuning DeBERTa for Multi-Label Scientific Discourse Detection in Tweets,CEUR Workshop Proceedings,16130073,,2-s2.0-105019059818,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JAIRO ENRIQUE SERRANO CASTAÑEDA', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-105019060674,2025,VerbaNexAI at CLEF 2025 JOKER Task 3: Multi-Model LLM Approach for Onomastic Wordplay Translation,CEUR Workshop Proceedings,16130073,,2-s2.0-105019060674,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JAIRO ENRIQUE SERRANO CASTAÑEDA', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-105019228134,2025,The Boundary Element Method for Engineering Analysis of Plates and Shells,Solid Mechanics and its Applications,09250042,10.1007/978-3-031-93050-8,2-s2.0-105019228134,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JAIRO FRANCISCO USECHE VIVERO']
2-s2.0-105019292532,2025,Development of a Mechatronic System For Tensile Testing of 3D Printing Plastics Under ASTM-D638 Standard; Desarrollo de un Sistema Mecatrónico Para Ensayos de Tensión en Plásticos de Impresión 3D Bajo la Norma ASTM D638,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2025.1.1.1603,2-s2.0-105019292532,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['HAROLD ALBERTO RODRIGUEZ ARIAS']
2-s2.0-105019292877,2025,Progress in a LAMP-PCR (Loop-Mediated Isothermal Amplification) assay for detecting the Sigatoka fungus in Musa sp. plants,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2025.1.1.2184,2-s2.0-105019292877,SQ,['CIENCIAS BÁSICAS'],"['ALBERTO PATIÑO VANEGAS', 'EDISSON CHAVARRO MESA', 'JORGE LUIS VILLALBA ACEVEDO']"
2-s2.0-105019294032,2025,"Identification of abundance, chemical composition, and microbiological profiles of Cigarette Butts discarded in the sand of four tourist beaches in Cartagena, Colombia","Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2025.1.1.665,2-s2.0-105019294032,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['CLAUDIA PATRICIA DIAZ MENDOZA', 'JORGELINA CECILIA PASQUALINO', 'ROSA LEONOR ACEVEDO BARRIOS']"
2-s2.0-105019296053,2025,Air-Entrapment Issues During Draining Processes in Water Supply Systems: Towards an Analytical Solution for pressure in Inclined Pipelines,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2025.1.1.2305,2-s2.0-105019296053,SQ,['CIENCIAS BÁSICAS'],"['ALBERTO PATIÑO VANEGAS', 'CARLOS RAFAEL PAYARES GUEVARA', 'HERNANDO RAFAEL ALTAMAR MERCADO']"
2-s2.0-105019296951,2025,Impacts of mentoring and support networks on the self-efficacy and self-regulation of women engineering students,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2025.1.1.2021,2-s2.0-105019296951,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO', 'ESCUELA DE TRANSFORMACIÓN DIGITAL']","['HERNANDO RAFAEL ALTAMAR MERCADO', 'JUAN CARLOS MARTINEZ SANTOS', 'SONIA HELENA CONTRERAS ORTIZ', 'VILMA VIVIANA OJEDA CAICEDO']"
2-s2.0-105019298893,2025,"Characterization of Fungi Bioaerosols in Family Farming Systems: Municipality of Turbaco, Colombia","Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2025.1.1.1467,2-s2.0-105019298893,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ALBERTO PATIÑO VANEGAS', 'DANILO LUSBIN ARIZA RUA', 'DIANA CAROLINA RUBIANO LABRADOR', 'EDISSON CHAVARRO MESA', 'JORGELINA CECILIA PASQUALINO']"
2-s2.0-105019299654,2025,Application of Lean Methodologies in the Manufacturing Technology Laboratory at Universidad Tecnológica de Bolívar; Aplicación de Metodologías Lean en el Laboratorio de Tecnología de Fabricación de la Universidad Tecnológica de Bolívar,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2025.1.1.1068,2-s2.0-105019299654,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['HOLMAN OSPINA MATEUS']
2-s2.0-105019311488,2025,"Characterization of fungal bioaerosols in indoor spaces: in a Higher Education Institution (HES) in Cartagena de Indias, Colombian Caribbean","Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2025.1.1.662,2-s2.0-105019311488,SQ,['CIENCIAS BÁSICAS'],"['DIANA CAROLINA RUBIANO LABRADOR', 'JORGE LUIS VILLALBA ACEVEDO', 'ROSA LEONOR ACEVEDO BARRIOS']"
2-s2.0-105019312007,2025,Review of optimization techniques for scheduling school schedules; Revisión de las técnicas de optimización para la programación de horarios escolares,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2025.1.1.1224,2-s2.0-105019312007,SQ,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['JORGE LUIS DEL RIO CORTINA']
2-s2.0-105019313383,2025,Closing the Gender Gap in STEM: Impact of Challenge-Based Training on Girls in Cartagena de Indias,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2025.1.1.2027,2-s2.0-105019313383,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO', 'ESCUELA DE TRANSFORMACIÓN DIGITAL']","['DANILO LUSBIN ARIZA RUA', 'JUAN CARLOS MARTINEZ SANTOS', 'SONIA HELENA CONTRERAS ORTIZ', 'VILMA VIVIANA OJEDA CAICEDO']"
2-s2.0-105019314605,2025,White point estimation of an RGBC color sensor to measure dominant wavelength,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2025.1.1.2233,2-s2.0-105019314605,SQ,['CIENCIAS BÁSICAS'],"['ALBERTO PATIÑO VANEGAS', 'CARLOS RAFAEL PAYARES GUEVARA', 'ENRIQUE PEREIRA BATISTA', 'HERNANDO RAFAEL ALTAMAR MERCADO', 'VILMA VIVIANA OJEDA CAICEDO']"
2-s2.0-105019315684,2025,"Evaluation of the Degradation of Textile Dyes by Bacterial Strains Isolated from Mangroves in Cartagena, Colombia","Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2025.1.1.1500,2-s2.0-105019315684,SQ,['CIENCIAS BÁSICAS'],['DANILO LUSBIN ARIZA RUA']
2-s2.0-105019318293,2025,Evaluation of antimicrobial resistance in bacterial strains isolated from Antarctica,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2025.1.1.1890,2-s2.0-105019318293,SQ,['CIENCIAS BÁSICAS'],['EDISSON CHAVARRO MESA']
2-s2.0-105019318561,2025,Teaching scientific inquiry to develop critical thinking skills,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2025.1.1.1163,2-s2.0-105019318561,SQ,['CIENCIAS BÁSICAS'],"['ALBERTO PATIÑO VANEGAS', 'DANILO LUSBIN ARIZA RUA', 'JORGE LUIS VILLALBA ACEVEDO', 'VILMA VIVIANA OJEDA CAICEDO']"
2-s2.0-105019318823,2025,Benefits Management as a successful alternative in the execution of Development and Public Investment Projects in Colombia; Marco de Buenas Prácticas para la Gestión de Riesgos Comunes en Proyectos de tres Organizaciones sin Ánimo de lucro en Cartagena De Indias – Colombia.,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2025.1.1.2254,2-s2.0-105019318823,SQ,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JOSE LUIS VILLA RAMIREZ']
2-s2.0-105019319114,2025,Evaluation of the Electricity Generation Potential from Plant Biomass through Microbial Fuel Cells,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2025.1.1.1164,2-s2.0-105019319114,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['CLAUDIA PATRICIA DIAZ MENDOZA', 'EDISSON CHAVARRO MESA', 'JORGELINA CECILIA PASQUALINO', 'ROSA LEONOR ACEVEDO BARRIOS']"
2-s2.0-105019319476,2025,Evaluation of ethanol concentration and yields from different types of macroalgae,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2025.1.1.1170,2-s2.0-105019319476,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['CLAUDIA PATRICIA DIAZ MENDOZA', 'DIANA CAROLINA RUBIANO LABRADOR', 'JORGELINA CECILIA PASQUALINO', 'ROSA LEONOR ACEVEDO BARRIOS']"
2-s2.0-105019322610,2025,Antarctic tardigrades a biological model for geobiology and astrobiology studies: a review,"Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology",,10.18687/LACCEI2025.1.1.1183,2-s2.0-105019322610,SQ,"['CIENCIAS BÁSICAS', 'ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['JORGELINA CECILIA PASQUALINO', 'ROSA LEONOR ACEVEDO BARRIOS']"
2-s2.0-105019375814,2025,Seismic fragility assessment of confined masonry houses in Colombia,Earthquake Spectra,87552930,10.1177/87552930251378782,2-s2.0-105019375814,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JEFFERSON ANDRES PIEDRAHITA GONZALEZ']
2-s2.0-105019965329,2025,The strategic impact of top management teams on business internationalization: a bibliometric review,Cogent Business and Management,,10.1080/23311975.2025.2574548,2-s2.0-105019965329,Q2,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['JORGE LUIS DEL RIO CORTINA']
2-s2.0-105019980686,2025,SCAF: Technology to Citizen Well-being - A Smart City Architecture Framework Based on TOGAF,,,10.1109/COLCOM66267.2025.11185771,2-s2.0-105019980686,SQ,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['CESAR AUGUSTO VILORIA NUÑEZ', 'TANIA LUCIA COBOS COBOS']"
2-s2.0-105020672925,2026,An Optimized Approach for Automatic License Plate Recognition in Open-Access Environments,Communications in Computer and Information Science,18650929,10.1007/978-3-032-08203-9_19,2-s2.0-105020672925,Q4,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['JUAN CARLOS MARTINEZ SANTOS']
2-s2.0-105020699906,2025,PARSEC: An Adaptive and Efficient Platform for Reducing Cold Start in Serverless Computing,IEEE Transactions on Services Computing,19391374,10.1109/TSC.2025.3627934,2-s2.0-105020699906,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['CESAR AUGUSTO VILORIA NUÑEZ']
2-s2.0-105020779857,2026,Intelligent Real-Time Power Quality Monitoring System,Communications in Computer and Information Science,18650929,10.1007/978-3-032-08206-0_20,2-s2.0-105020779857,Q4,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['JORGE ELIECER DUQUE PARDO', 'JOSE LUIS VILLA RAMIREZ']"
2-s2.0-105020787948,2026,"SAPSAI – System for Acquisition, Preprocessing, and Storage of Agricultural Images",Communications in Computer and Information Science,18650929,10.1007/978-3-032-08206-0_28,2-s2.0-105020787948,Q4,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],"['EDWIN ALEXANDER PUERTAS DEL CASTILLO', 'JUAN CARLOS MARTINEZ SANTOS']"
2-s2.0-105020807503,2026,VACS: A Modular Software System for Vehicular Access Control,Communications in Computer and Information Science,18650929,10.1007/978-3-032-08206-0_19,2-s2.0-105020807503,Q4,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['JUAN CARLOS MARTINEZ SANTOS']
2-s2.0-105020957466,2025,Scale-dependent coupling between galactic cosmic rays and trace gases revealed by multifractal analysis,Journal of Atmospheric and Solar-Terrestrial Physics,13646826,10.1016/j.jastp.2025.106661,2-s2.0-105020957466,Q2,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['DAVID SIERRA PORTA']
2-s2.0-105021498401,2025,Clean Energy Transition in Insular Communities: Wind Resource Evaluation and VAWT Design Using CFD and Statistics,Sustainability (Switzerland),20711050,10.3390/su17219663,2-s2.0-105021498401,Q1,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']","['ALFREDO MIGUEL ABUCHAR CURI', 'ARGEMIRO PALENCIA DIAZ']"
2-s2.0-105021543213,2025,A Study on the Impact of Temperature Variations on the Pyrolysis of Corn-Cob Waste (Zea Mays) for Bioenergy Production,Chemical Engineering Transactions,22839216,10.3303/CET25119085,2-s2.0-105021543213,Q3,"['ESCUELA DE INGENIERÍA, ARQUITECTURA Y DISEÑO']",['JORGELINA CECILIA PASQUALINO']
2-s2.0-105021565579,2025,Executive functions as predictors of ADHD symptoms and behavioral problems in Colombian schoolchildren; Funciones ejecutivas como predictores de los síntomas de TDAH y problemas conductuales en escolares colombianos,Revista de Estudios e Investigacion en Psicologia y Educacion,,10.17979/reipe.2025.12.2.11888,2-s2.0-105021565579,Q3,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['KAROL PATRICIA GUTIERREZ RUIZ']
2-s2.0-105021810439,2025,Agent-Based Social Simulator for Analyzing Well-Being and Resources: An Integrated Approach for Vulnerable Rural Communities,Communications in Computer and Information Science,18650929,10.1007/978-3-032-05925-3_3,2-s2.0-105021810439,Q4,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['JAIRO ENRIQUE SERRANO CASTAÑEDA']
2-s2.0-105022088435,2025,When the neighborhood enters the official archive: the recovery of the photographic collection of sister Elfride; Cuando el barrio entra en el archivo oficial: la recuperación del fondo fotográfico de la hermana Elfride,Memorias,,10.14482/memor.57.555.259,2-s2.0-105022088435,Q3,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['ADOLFO BALTAR MORENO']
2-s2.0-105022705479,2025,Multitemporal analysis of inland water bodies in the Colombian Andes for water security,Geocarto International,10106049,10.1080/10106049.2025.2583331,2-s2.0-105022705479,Q1,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['YADY TATIANA SOLANO CORREA']
2-s2.0-105023066099,2025,"Recreational Activities and Maternal Education as Determinant Factors in Early Cognitive Development in Cartagena, Colombia; Atividades recreativas e educação materna: fatores determinantes no desenvolvimento cognitivo precoce em Cartagena, Colômbia; Actividades recreativas y educación materna: factores determinantes en el desarrollo cognitivo temprano en Cartagena, Colombia",Hacia la Promocion de la Salud,01217577,10.17151/hpsal.2025.30.1.8,2-s2.0-105023066099,Q3,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['KAROL PATRICIA GUTIERREZ RUIZ']
2-s2.0-105023171457,2025,"“With mental health and land, we have enough to live”—social determinants of mental health in fifteen conflict-affected municipalities of Montes de María, Colombia: a convergent parallel mixed methods study",Conflict and Health,,10.1186/s13031-025-00717-6,2-s2.0-105023171457,Q1,"['ESCUELA DE NEGOCIOS, LEYES Y SOCIEDAD']",['PABLO GUSTAVO SALOMO ABITBOL PINEIRO']
2-s2.0-105023273177,2026,Demonstration: WellProdSim Social Simulator Terrain Model,Lecture Notes in Computer Science,03029743,10.1007/978-3-032-07638-0_34,2-s2.0-105023273177,Q2,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['JAIRO ENRIQUE SERRANO CASTAÑEDA']
2-s2.0-105023274545,2026,From Console to Dashboard: A Demonstration of Real-Time Visualization for Social Simulation with WellProdSim,Lecture Notes in Computer Science,03029743,10.1007/978-3-032-07638-0_35,2-s2.0-105023274545,Q2,['ESCUELA DE TRANSFORMACIÓN DIGITAL'],['JAIRO ENRIQUE SERRANO CASTAÑEDA']
