"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Acevedo-Chedid, J.; Soto, M.C.; Ospina-Mateus, H.; Salas-Navarro, K.; Sana, S.S.","Acevedo-Chedid, Jaime (57193533853); Soto, Melissa Caro (58307289200); Ospina-Mateus, Holman (57194034904); Salas-Navarro, Katherinne (57193504630); Sana, Shib Sankar (15078194000)","57193533853; 58307289200; 57194034904; 57193504630; 15078194000","An optimization model for routing—location of vehicles with time windows and cross-docking structures in a sustainable supply chain of perishable foods","2023","Operations Management Research","16","4","","1742","1765","0","14","10.1007/s12063-023-00379-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161304181&doi=10.1007%2Fs12063-023-00379-8&partnerID=40&md5=583e5848767a63b8815defbb518890d4","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85161304181"
"Noreña, J.F.; de la Ossa Robinson, S.; Vázquez-Miraz, P.","Noreña, Jhon Fredy Orrego (57696201000); de la Ossa Robinson, Susana (57697755300); Vázquez-Miraz, Pedro (57196040759)","57696201000; 57697755300; 57196040759","Education: emerging relationships in the search for the formation of the other","2023","Journal of Applied Research in Higher Education","15","5","","1664","1674","0","0","10.1108/JARHE-09-2022-0306","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146354329&doi=10.1108%2FJARHE-09-2022-0306&partnerID=40&md5=de7ba629a8cfaced00221af2b0417daa","Article","Final","","Scopus","2-s2.0-85146354329"
"Martínez, M.J.; Peñata, A.","Martínez, María José (57219715744); Peñata, Alejandra (58677387700)","57219715744; 58677387700","Forgiveness and Resilience: Reflections from the Experiences of Victims of the Colombian Armed Conflict in San Juan Nepomuceno, Montes de María, Colombia; Perdão e resiliência: reflexões a partir das experiências das vítimas do conflito armado colombiano em San Juan Nepomuceno, Montes de María, Colômbia; Perdón y resiliencia: reflexiones desde las experiencias de víctimas del conflicto armado colombiano en San Juan Nepomuceno, Montes de María, Colombia","2023","Revista de Estudios Sociales","2023","86","","103","136","0","0","10.7440/res86.2023.07","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175581674&doi=10.7440%2Fres86.2023.07&partnerID=40&md5=952af48aa7f5253a191cd131cacc7dec","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85175581674"
"Amaya, S.; Abitbol, P.; Allais, L.","Amaya, Santiago (54879957300); Abitbol, Pablo (58145499200); Allais, Lucy (26034480000)","54879957300; 58145499200; 26034480000","Forgiveness and Memory: Opportunities for Reconciliation. An Introduction; Perdão e memória: oportunidades de reconciliação. Uma introdução; Perdón y memoria: oportunidades para la reconciliación. Una introducción","2023","Revista de Estudios Sociales","2023","86","","3","12","0","1","10.7440/res86.2023.01","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175570475&doi=10.7440%2Fres86.2023.01&partnerID=40&md5=9b3be2e0b672bda8a14c33ea8e2e70b2","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85175570475"
"Díaz, N.; Peñaloza, Y.C.; Rios, Y.Y.; Martinez-Santos, J.C.; Puertas, E.","Díaz, Nicolás Hernández (57220077564); Peñaloza, Yersica C. (57580976200); Rios, Y. Yuliana (57204642964); Martinez-Santos, Juan Carlos (26325154200); Puertas, Edwin (57202285682)","57220077564; 57580976200; 57204642964; 26325154200; 57202285682","Dataset for detecting motorcyclists in pedestrian areas","2023","Data in Brief","50","","109610","","","0","2","10.1016/j.dib.2023.109610","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173511803&doi=10.1016%2Fj.dib.2023.109610&partnerID=40&md5=35b2559db745c8bef1256aa265f86982","Data paper","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85173511803"
"Ospina-Mateus, H.; Quintana-Jiménez, L.; Lopez-Valdes, F.J.","Ospina-Mateus, Holman (57194034904); Quintana-Jiménez, Leonardo Augusto (57195939566); Lopez-Valdes, Francisco J. (23110963500)","57194034904; 57195939566; 23110963500","Analyzing traffic conflicts and the behavior of motorcyclists at unsignalized three-legged and four-legged intersections in Cartagena, Colombia","2023","Accident Analysis and Prevention","191","","107222","","","0","9","10.1016/j.aap.2023.107222","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165894079&doi=10.1016%2Fj.aap.2023.107222&partnerID=40&md5=6595f71d1dbc58e7c731d013a6d0ca62","Article","Final","","Scopus","2-s2.0-85165894079"
"Castro-Vargas, A.; Paul, S.","Castro-Vargas, Adriana (58499438500); Paul, Shiladitya (57206640428)","58499438500; 57206640428","In-situ imaging and electrochemical monitoring of damaged thermal spray aluminium coating in synthetic seawater","2023","Electrochimica Acta","464","","142847","","","0","4","10.1016/j.electacta.2023.142847","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165484971&doi=10.1016%2Fj.electacta.2023.142847&partnerID=40&md5=b7e33c05ed7672d49678af1ac4df58e3","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85165484971"
"Payares, E.; Martinez-Santos, J.C.","Payares, Esteban (57221228272); Martinez-Santos, Juan Carlos (26325154200)","57221228272; 26325154200","Advancements in quantum machine learning for intrusion detection: A comprehensive overview","2023","","","","","167","176","0","1","10.4018/978-1-6684-8422-7.ch009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172819506&doi=10.4018%2F978-1-6684-8422-7.ch009&partnerID=40&md5=346fc910c0ca3e96838439c85daa08e1","Book chapter","Final","","Scopus","2-s2.0-85172819506"
"Medina-Hernández, E.J.M.; Hurtado-Márquez, J.S.; Hernández-Arenas, M.","Medina-Hernández, Edith Johana (57354189300); Hurtado-Márquez, Julio Seferino (58772330300); Hernández-Arenas, Marysol (58771948300)","57354189300; 58772330300; 58771948300","Multidimensional analysis of perceptions of security and citizen coexistence in Colombia; Análisis multidimensional de las percepciones de seguridad y convivencia ciudadana en Colombia","2023","Dilemas","16","3","52261","","","0","1","10.4322/dilemas.v16.n.3.52261","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180218259&doi=10.4322%2Fdilemas.v16.n.3.52261&partnerID=40&md5=fbb36c90d0185e6d6e6031830ad4a597","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85180218259"
"Puerta-Guardo, F.A.; Cantillo-Orozco, A.S.; Sanabria-Ospino, A.; Fajardo-Moreno, W.S.","Puerta-Guardo, Fabio Andrés (58619059200); Cantillo-Orozco, Ana Susana (59454824700); Sanabria-Ospino, Alfredo Enrique (57212004785); Fajardo-Moreno, William Stive (57666745300)","58619059200; 59454824700; 57212004785; 57666745300","Effect of the financial structure on the liquidity risk of SMEs in Cartagena as a base of project formulation; Efecto de la estructura financiera en el riesgo de liquidez de las PYMES de Cartagena como base de formulación de proyectos","2023","DYNA (Colombia)","90","228","","28","38","0","2","10.15446/dyna.v90n228.108626","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171327674&doi=10.15446%2Fdyna.v90n228.108626&partnerID=40&md5=60e2d5e7e611d70c0950cbdd44f2d542","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85171327674"
"Ospina-Mateus, H.; Marrugo-Salas, L.; Castilla Castilla, L.; Castellon, L.; Cantillo, A.S.; Bolívar, L.M.; Salas-Navarro, K.; Zamora-Musa, R.","Ospina-Mateus, Holman (57194034904); Marrugo-Salas, Lina Margarita (57392556500); Castilla Castilla, Luna (58572691100); Castellon, Liliana (57190757268); Cantillo, Ana S. (58572809300); Bolívar, Luis Miguel (57206774538); Salas-Navarro, Katherinne (57193504630); Zamora-Musa, Ronald (57192389508)","57194034904; 57392556500; 58572691100; 57190757268; 58572809300; 57206774538; 57193504630; 57192389508","Analysis in circular economy research in Latin America: A bibliometric review","2023","Heliyon","9","9","e19999","","","0","16","10.1016/j.heliyon.2023.e19999","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170700654&doi=10.1016%2Fj.heliyon.2023.e19999&partnerID=40&md5=c6d5c8cf6bcc2b9866b95a6a3259cf6e","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85170700654"
"Díaz-Mendoza, C.; Arias Ordiales, P.; Bustos, M.L.; Cervantes, O.; Palacios-Moreno, M.; Vera San Martín, T.; Kloc Lopes, G.; Vallejo, M.; Mouthón-Bello, J.; Gutierrez, L.","Díaz-Mendoza, Claudia (55258973100); Arias Ordiales, Paloma (58509819200); Bustos, M. L. (54969548500); Cervantes, Omar D. (23977737400); Palacios-Moreno, Mario (57221809837); Vera San Martín, Teresa (57086550800); Kloc Lopes, Gisela (58509330100); Vallejo, Martha (58510319900); Mouthón-Bello, Javier A. (8693393400); Gutierrez, Leonardo A. (35186188000)","55258973100; 58509819200; 54969548500; 23977737400; 57221809837; 57086550800; 58509330100; 58510319900; 8693393400; 35186188000","Abundance and distribution of cigarette butts on the sand of five touristic beaches in Latin America during the COVID-19 pandemic","2023","Marine Pollution Bulletin","194","","115306","","","0","22","10.1016/j.marpolbul.2023.115306","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166009499&doi=10.1016%2Fj.marpolbul.2023.115306&partnerID=40&md5=992443058c0f8acf1f3eb4417ee59af7","Article","Final","All Open Access; Green Final Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85166009499"
