"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Molecular Sequence Numbers","Chemicals/CAS","Tradenames","Manufacturers","ISSN","ISBN","CODEN","Document Type","Publication Stage","Open Access","Source","EID"
"Mendivil-Hernández P.; Alvis-Arrieta J.; Garcés-Prettel M.","Mendivil-Hernández, Patricia (58033337900); Alvis-Arrieta, Jorge (58068307100); Garcés-Prettel, Miguel (57193012270)","58033337900; 58068307100; 57193012270","Weaving the future: Maturity and key factors in women’s cultural entrepreneurship in Colombia’s artisan sector","2026","PLOS ONE","21","4 April","e0346893","","","0","10.1371/journal.pone.0346893","https://www.scopus.com/pages/publications/105035297301?origin=resultslist","Regional and Local Development at the Technological University of Bolívar, Caribbean University Corporation CECAR, Colombia; Economic and Territorial Integration and Development, School of Business, Law and Society, Institute for Development, Economics and Sustainability Studies (IDEEAS), Technological University of Bolívar, Colombia; Technological University of Bolívar, Colombia","Mendivil-Hernández P., Regional and Local Development at the Technological University of Bolívar, Caribbean University Corporation CECAR, Colombia; Alvis-Arrieta J., Economic and Territorial Integration and Development, School of Business, Law and Society, Institute for Development, Economics and Sustainability Studies (IDEEAS), Technological University of Bolívar, Colombia; Garcés-Prettel M., Technological University of Bolívar, Colombia","","","SPSS version 29.0","","19326203","","POLNC","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105035297301"
"Buelvas A.; Quintero-Coronel D.A.; Fajardo J.; Barreto D.; Bula A.; González-Quiroga A.","Buelvas, Ana (57207884321); Quintero-Coronel, Daniel A. (57215080043); Fajardo, Juan (56581610900); Barreto, Deibys (57190756815); Bula, Antonio (6602652627); González-Quiroga, Arturo (57200700279)","57207884321; 57215080043; 56581610900; 57190756815; 6602652627; 57200700279","BIO-OIL AND BIO-CRUDE GASIFICATION FOR SYNGAS PRODUCTION: ENERGY, EXERGY AND ENVIRONMENTAL ANALYSES","2025","ASME International Mechanical Engineering Congress and Exposition, Proceedings (IMECE)","6-A","","v006t09a014","","","0","10.1115/IMECE2025-164006","https://www.scopus.com/pages/publications/105036004758?origin=resultslist","Universidad del Norte, Barranquilla, Colombia; Universidad Francisco de Paula Santander, Ocaña, Colombia; Universidad Tecnológica de Bolívar, Cartagena, Colombia; Universidad del Norte, UREMA Research Group, Barranquiilla, Colombia","Buelvas A., Universidad del Norte, Barranquilla, Colombia; Quintero-Coronel D.A., Universidad Francisco de Paula Santander, Ocaña, Colombia; Fajardo J., Universidad Tecnológica de Bolívar, Cartagena, Colombia; Barreto D., Universidad Tecnológica de Bolívar, Cartagena, Colombia; Bula A., Universidad del Norte, UREMA Research Group, Barranquiilla, Colombia; González-Quiroga A., Universidad del Norte, UREMA Research Group, Barranquiilla, Colombia","","","","","","978-079188937-4","","Conference paper","Final","","Scopus","2-s2.0-105036004758"
"Tirado-Ballestas I.P.; Gallego J.L.; Zuluaga-Ortiz R.; Roa-Pérez V.; Silva-Cortés A.; Sarmiento M.C.; De la Hoz-Domínguez E.J.","Tirado-Ballestas, Irina P. (55929356800); Gallego, Jorge L. (57200334980); Zuluaga-Ortiz, Rohemi (57216439951); Roa-Pérez, Vladimir (59961256200); Silva-Cortés, Alejandro (57204024256); Sarmiento, María C. (57205604398); De la Hoz-Domínguez, Enrique J. (57220073247)","55929356800; 57200334980; 57216439951; 59961256200; 57204024256; 57205604398; 57220073247","Integrating Socio-Demographic and Local Sustainability Indicators: Implications for Urban Health and Children’s Vulnerability in Henequén Neighborhood in Cartagena, Colombia","2025","Urban Science","9","6","220","","","0","10.3390/urbansci9060220","https://www.scopus.com/pages/publications/105009024472?origin=resultslist","Grupo de Investigación GENOMA, Facultad de Medicina, Universidad del Sinu, Cartagena de Indias, 130014, Colombia; Biodiversity, Biotechnology and Bioengineering Research Group GRINBIO, Department of Engineering, University of Medellin, Medellín, 050026, Colombia; Grupo de Investigaciones para Competitividad Industrial y Regional (GICIR), Facultad de Ingenierías, Parque Industrial y Tecnológico Carlos Vélez Pombo, Universidad Tecnológica de Bolívar, Cartagena de Indias, 130010, Colombia; Grupo de Investigación DEARTICA, Facultad de Ingenierías, Universidad del Sinú, Cartagena de Indias, 130014, Colombia; Management Science Research Group, Department of Economic and Management Sciences, Instituto Tecnológico Metropolitano, Medellín, 050013, Colombia; Grupo de Investigación GIBACUS, Facultad de Medicina, Universidad del Sinu, Cartagena de Indias, 130014, Colombia; Facultad de Ingeniería, Universidad del Magdalena, Santa Marta, 470004, Colombia","Tirado-Ballestas I.P., Grupo de Investigación GENOMA, Facultad de Medicina, Universidad del Sinu, Cartagena de Indias, 130014, Colombia; Gallego J.L., Biodiversity, Biotechnology and Bioengineering Research Group GRINBIO, Department of Engineering, University of Medellin, Medellín, 050026, Colombia; Zuluaga-Ortiz R., Grupo de Investigaciones para Competitividad Industrial y Regional (GICIR), Facultad de Ingenierías, Parque Industrial y Tecnológico Carlos Vélez Pombo, Universidad Tecnológica de Bolívar, Cartagena de Indias, 130010, Colombia; Roa-Pérez V., Grupo de Investigación DEARTICA, Facultad de Ingenierías, Universidad del Sinú, Cartagena de Indias, 130014, Colombia; Silva-Cortés A., Management Science Research Group, Department of Economic and Management Sciences, Instituto Tecnológico Metropolitano, Medellín, 050013, Colombia; Sarmiento M.C., Grupo de Investigación GIBACUS, Facultad de Medicina, Universidad del Sinu, Cartagena de Indias, 130014, Colombia; De la Hoz-Domínguez E.J., Facultad de Ingeniería, Universidad del Magdalena, Santa Marta, 470004, Colombia","","","","","24138851","","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105009024472"
"Valencia-González Y.; Alegría-Mejía L.N.; Barreto-Maya Á.P.; Bravo-Sierra S.; Arango-Aguilar J.P.","Valencia-González, Yamile (55427426100); Alegría-Mejía, Laura Natalia (59271245700); Barreto-Maya, Ángela Patricia (59269721500); Bravo-Sierra, Simón (59270224900); Arango-Aguilar, Juan Pablo (59270728600)","55427426100; 59271245700; 59269721500; 59270224900; 59270728600","Effect of void ratio on soil erodibility","2024","Case Studies in Chemical and Environmental Engineering","10","","100904","","","0","10.1016/j.cscee.2024.100904","https://www.scopus.com/pages/publications/85201510138?origin=resultslist","Departamento de Ingeniería Civil, Facultad de Minas, Universidad Nacional de Colombia - Sede Medellín, Medellín, 050036, Colombia; Programa de Ingeniería Civil, Facultad de Ingeniería, Universidad Tecnológica de Bolívar, Cartagena, 130010, Colombia","Valencia-González Y., Departamento de Ingeniería Civil, Facultad de Minas, Universidad Nacional de Colombia - Sede Medellín, Medellín, 050036, Colombia; Alegría-Mejía L.N., Departamento de Ingeniería Civil, Facultad de Minas, Universidad Nacional de Colombia - Sede Medellín, Medellín, 050036, Colombia; Barreto-Maya Á.P., Departamento de Ingeniería Civil, Facultad de Minas, Universidad Nacional de Colombia - Sede Medellín, Medellín, 050036, Colombia, Programa de Ingeniería Civil, Facultad de Ingeniería, Universidad Tecnológica de Bolívar, Cartagena, 130010, Colombia; Bravo-Sierra S., Departamento de Ingeniería Civil, Facultad de Minas, Universidad Nacional de Colombia - Sede Medellín, Medellín, 050036, Colombia; Arango-Aguilar J.P., Departamento de Ingeniería Civil, Facultad de Minas, Universidad Nacional de Colombia - Sede Medellín, Medellín, 050036, Colombia","","","","","26660164","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85201510138"
"Hernández-Fernández J.; González-Cuello R.; Ortega-Toro R.","Hernández-Fernández, Joaquín (57210432772); González-Cuello, Rafael (54408255900); Ortega-Toro, Rodrigo (59662798800)","57210432772; 54408255900; 59662798800","Evaluation of the Reactivity of Methanol and Hydrogen Sulfide Residues with the Ziegler–Natta Catalyst during Polypropylene Synthesis and Its Effects on Polymer Properties","2023","Polymers","15","20","4061","","","4","10.3390/polym15204061","https://www.scopus.com/pages/publications/85175323362?origin=resultslist","Chemistry Program, Department of Natural and Exact Sciences, University of Cartagena, San Pablo Campus, Cartagena, 130015, Colombia; Chemical Engineering Program, School of Engineering, Universidad Tecnológica de Bolivar, Parque Industrial y Tecnológico Carlos Vélez Pombo, Km 1 Vía Turbaco, Turbaco, 130001, Colombia; Department of Natural and Exact Science, Universidad de la Costa, Barranquilla, 30300, Colombia; Food Packaging and Shelf-Life Research Group (FP & SL), Food Engineering Program, Universidad de Cartagena, Avenida del Consulado St. 30, Cartagena de Indias, 130015, Colombia","Hernández-Fernández J., Chemistry Program, Department of Natural and Exact Sciences, University of Cartagena, San Pablo Campus, Cartagena, 130015, Colombia, Chemical Engineering Program, School of Engineering, Universidad Tecnológica de Bolivar, Parque Industrial y Tecnológico Carlos Vélez Pombo, Km 1 Vía Turbaco, Turbaco, 130001, Colombia, Department of Natural and Exact Science, Universidad de la Costa, Barranquilla, 30300, Colombia; González-Cuello R., Food Packaging and Shelf-Life Research Group (FP & SL), Food Engineering Program, Universidad de Cartagena, Avenida del Consulado St. 30, Cartagena de Indias, 130015, Colombia; Ortega-Toro R., Food Packaging and Shelf-Life Research Group (FP & SL), Food Engineering Program, Universidad de Cartagena, Avenida del Consulado St. 30, Cartagena de Indias, 130015, Colombia","","","","","20734360","","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85175323362"
"Prada A.M.; Quintero F.; Mendoza K.; Galvis V.; Tello A.; Romero L.A.; Marrugo A.G.","Prada, Angelica M. (55767855400); Quintero, Fernando (57221475394); Mendoza, Kevin (57221460700); Galvis, Virgilio (55963715000); Tello, Alejandro (6603664598); Romero, Lenny A. (36142156300); Marrugo, Andres G. (24329839300)","55767855400; 57221475394; 57221460700; 55963715000; 6603664598; 36142156300; 24329839300","Assessing Fuchs Corneal Endothelial Dystrophy Using Artificial Intelligence-Derived Morphometric Parameters From Specular Microscopy Images","2024","Cornea","43","9","","1080","1087","14","10.1097/ICO.0000000000003460","https://www.scopus.com/pages/publications/85193015919?origin=resultslist","Centro Oftalmológico Virgilio Galvis, Floridablanca, Colombia; Fundación Oftalmológica de Santander FOSCAL, Floridablanca, Colombia; Facultad de Salud, Universidad Autónoma de Bucaramanga UNAB, Bucaramanga, Colombia; Facultad de Ingeniería, Universidad Tecnológica de Bolívar, Cartagena, Colombia; Facultad de Salud, Universidad Industrial de Santander UIS, Bucaramanga, Colombia; Facultad de Ciencias Básicas, Universidad Tecnológica de Bolívar, Cartagena, Colombia","Prada A.M., Centro Oftalmológico Virgilio Galvis, Floridablanca, Colombia, Fundación Oftalmológica de Santander FOSCAL, Floridablanca, Colombia, Facultad de Salud, Universidad Autónoma de Bucaramanga UNAB, Bucaramanga, Colombia; Quintero F., Facultad de Ingeniería, Universidad Tecnológica de Bolívar, Cartagena, Colombia; Mendoza K., Facultad de Ingeniería, Universidad Tecnológica de Bolívar, Cartagena, Colombia; Galvis V., Centro Oftalmológico Virgilio Galvis, Floridablanca, Colombia, Fundación Oftalmológica de Santander FOSCAL, Floridablanca, Colombia, Facultad de Salud, Universidad Autónoma de Bucaramanga UNAB, Bucaramanga, Colombia; Tello A., Centro Oftalmológico Virgilio Galvis, Floridablanca, Colombia, Fundación Oftalmológica de Santander FOSCAL, Floridablanca, Colombia, Facultad de Salud, Universidad Autónoma de Bucaramanga UNAB, Bucaramanga, Colombia, Facultad de Salud, Universidad Industrial de Santander UIS, Bucaramanga, Colombia; Romero L.A., Facultad de Ciencias Básicas, Universidad Tecnológica de Bolívar, Cartagena, Colombia; Marrugo A.G., Facultad de Ingeniería, Universidad Tecnológica de Bolívar, Cartagena, Colombia","","","SP-3000P, Topcon, Japan","Topcon, Japan","02773740","","CORND","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85193015919"
"Useche J.","Useche, J. (24537991200)","24537991200","Dynamic analysis of cracked thick composite shells by the Boundary Element Method","2024","Engineering Analysis with Boundary Elements","168","","105923","","","2","10.1016/j.enganabound.2024.105923","https://www.scopus.com/pages/publications/85201516931?origin=resultslist","Facultad de Ingeniería, Universidad Tecnológica de Bolívar, Cartagena, Colombia","Useche J., Facultad de Ingeniería, Universidad Tecnológica de Bolívar, Cartagena, Colombia","","","","","09557997","","EABAE","Article","Final","","Scopus","2-s2.0-85201516931"
"Castilla-Caballero D.; Martínez-Castro V.; Colina-Márquez J.; Machuca-Martínez F.; Medina-Guerrero A.","Castilla-Caballero, Deyler (57024211000); Martínez-Castro, Valentina (57753440800); Colina-Márquez, José (23484999200); Machuca-Martínez, Fiderman (35488117500); Medina-Guerrero, Astrid (59674123400)","57024211000; 57753440800; 23484999200; 35488117500; 59674123400","Incorporation of the GRG-optimization method in the design and simulation of solar falling-film slurry photocatalytic reactors operated under turbulent regime","2025","Applied Catalysis A: General","708","","120562","","","0","10.1016/j.apcata.2025.120562","https://www.scopus.com/pages/publications/105015723252?origin=resultslist","Chemical Engineering Program, Universidad Tecnológica de Bolívar, Parque Industrial y Tecnológico Carlos Vélez Pombo km 1 Vía Turbaco, Cartagena, Colombia; Environmental Engineering Program Universidad Tecnológica de Bolívar, Parque Industrial y Tecnológico Carlos Vélez Pombo km 1 Vía Turbaco, Cartagena, Colombia; Escuela de Ingenieria Química, Universidad del Valle, Cali, 760026, Colombia; Chemical Engineering Program, Universidad de Cartagena, Av. El Consulado 48-152, Cartagena A.A, 130001, Colombia; School of Engineering, Architecture and Design, Universidad Tecnológica de Bolívar, Parque Industrial y Tecnológico Carlos Vélez Pombo km 1 Vía Turbaco, Cartagena, Colombia","Castilla-Caballero D., Chemical Engineering Program, Universidad Tecnológica de Bolívar, Parque Industrial y Tecnológico Carlos Vélez Pombo km 1 Vía Turbaco, Cartagena, Colombia, Environmental Engineering Program Universidad Tecnológica de Bolívar, Parque Industrial y Tecnológico Carlos Vélez Pombo km 1 Vía Turbaco, Cartagena, Colombia, Escuela de Ingenieria Química, Universidad del Valle, Cali, 760026, Colombia; Martínez-Castro V., Chemical Engineering Program, Universidad Tecnológica de Bolívar, Parque Industrial y Tecnológico Carlos Vélez Pombo km 1 Vía Turbaco, Cartagena, Colombia; Colina-Márquez J., Chemical Engineering Program, Universidad de Cartagena, Av. El Consulado 48-152, Cartagena A.A, 130001, Colombia; Machuca-Martínez F., Escuela de Ingenieria Química, Universidad del Valle, Cali, 760026, Colombia; Medina-Guerrero A., School of Engineering, Architecture and Design, Universidad Tecnológica de Bolívar, Parque Industrial y Tecnológico Carlos Vélez Pombo km 1 Vía Turbaco, Cartagena, Colombia","","","","","0926860X","","ACAGE","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105015723252"
"Cárdenas Escobar A.Z.; Mendoza Díaz A.; Hernández Mejía S.; Ortiz-Guardo J.I.","Cárdenas Escobar, Alba Zulay (57930948900); Mendoza Díaz, Armando (57931099400); Hernández Mejía, Sergio (57397495000); Ortiz-Guardo, Juliana Isabel (60465374200)","57930948900; 57931099400; 57397495000; 60465374200","Financial literacy and financial education in engineering students of the Technological University of Bolívar based on a gender approach.; [Alfabetización y educación financiera en estudiantes de ingeniería de la Universidad Tecnológica de Bolívar, bajo enfoque de género]","2025","Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology","","","","","","0","10.18687/LEIRD2025.1.1.393","https://www.scopus.com/pages/publications/105032487228?origin=resultslist","Universidad Tecnológica de Bolívar (UTB), Colombia; Universidad Cristóbal Colón (UCC), Mexico","Cárdenas Escobar A.Z., Universidad Tecnológica de Bolívar (UTB), Colombia; Mendoza Díaz A., Universidad Tecnológica de Bolívar (UTB), Colombia; Hernández Mejía S., Universidad Cristóbal Colón (UCC), Mexico; Ortiz-Guardo J.I., Universidad Tecnológica de Bolívar (UTB), Colombia","","","","","24146390","978-628966132-3","","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105032487228"
"Muentes J.; Ribeiro R.","Muentes, Jeovanny (57350116000); Ribeiro, Raquel (56001294800)","57350116000; 56001294800","SOME REMARKS ON ANOSOV FAMILIES","2025","Dynamics of Continuous, Discrete and Impulsive Systems Series A: Mathematical Analysis","32","2","","107","126","0","","https://www.scopus.com/pages/publications/105004348953?origin=resultslist","Facultad de Ciencias Basicas, Universidad Tecnologica de Bolivar, Cartagena, Colombia; Departamento de Matematica, Universidade de São Paulo, São Paulo, Brazil","Muentes J., Facultad de Ciencias Basicas, Universidad Tecnologica de Bolivar, Cartagena, Colombia; Ribeiro R., Departamento de Matematica, Universidade de São Paulo, São Paulo, Brazil","","","","","12013390","","","Article","Final","","Scopus","2-s2.0-105004348953"
"Tobar-Subia-Contento L.M.; Vargas R.; Romero L.A.; Contreras-Ortiz S.H.","Tobar-Subia-Contento, Luz M. (57219781461); Vargas, Raúl (57117284600); Romero, Lenny Alexandra (36142156300); Contreras-Ortiz, Sonia H. (57210822856)","57219781461; 57117284600; 36142156300; 57210822856","A Low Power Non-invasive Wrist-Based Approach for Glucose Monitoring","2026","Communications in Computer and Information Science","2392 CCIS","","","137","148","0","10.1007/978-3-031-98287-3_10","https://www.scopus.com/pages/publications/105016249780?origin=resultslist","Universidad Técnica del Norte, Ibarra, Ecuador; Universidad Tecnológica de Bolívar, Cartagena, Colombia","Tobar-Subia-Contento L.M., Universidad Técnica del Norte, Ibarra, Ecuador; Vargas R., Universidad Tecnológica de Bolívar, Cartagena, Colombia; Romero L.A., Universidad Tecnológica de Bolívar, Cartagena, Colombia; Contreras-Ortiz S.H., Universidad Tecnológica de Bolívar, Cartagena, Colombia","","","","","18650929","978-303198286-6","","Conference paper","Final","","Scopus","2-s2.0-105016249780"
"Tarazona Alvarado M.; Salamanca-Coy J.L.; Forero-Gutièrrez K.; Núñez L.A.; Pisco-Guabave J.; Escobar-Diaz F.; Sierra-Porta D.","Tarazona Alvarado, M. (57549522400); Salamanca-Coy, J.L. (59241193600); Forero-Gutièrrez, K. (59241193700); Núñez, L.A. (7102162793); Pisco-Guabave, J. (57219416102); Escobar-Diaz, Fr. (59241193100); Sierra-Porta, D. (57191333650)","57549522400; 59241193600; 59241193700; 7102162793; 57219416102; 59241193100; 57191333650","Assessing and monitoring air quality in cities and urban areas with a portable, modular and low-cost sensor station: calibration challenges","2024","International Journal of Remote Sensing","45","17","","5713","5736","4","10.1080/01431161.2024.2373338","https://www.scopus.com/pages/publications/85200098620?origin=resultslist","Escuela de Física, Universidad Industrial de Santander, Bucaramanga, Colombia; IOT and Cloud Department, MakeSens, Santander, Bucaramanga, Colombia; Departamento de Ingeniería Química y Ambiental, Universidad Nacional de Colombia, Bogotá, Colombia; Facultad de Ciencias Básicas, Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia","Tarazona Alvarado M., Escuela de Física, Universidad Industrial de Santander, Bucaramanga, Colombia; Salamanca-Coy J.L., IOT and Cloud Department, MakeSens, Santander, Bucaramanga, Colombia; Forero-Gutièrrez K., IOT and Cloud Department, MakeSens, Santander, Bucaramanga, Colombia; Núñez L.A., Escuela de Física, Universidad Industrial de Santander, Bucaramanga, Colombia; Pisco-Guabave J., Escuela de Física, Universidad Industrial de Santander, Bucaramanga, Colombia; Escobar-Diaz F., Departamento de Ingeniería Química y Ambiental, Universidad Nacional de Colombia, Bogotá, Colombia; Sierra-Porta D., Facultad de Ciencias Básicas, Universidad Tecnológica de Bolívar, Cartagena de Indias, Colombia","","","","","01431161","","IJSED","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85200098620"
"Marrugo A.G.; Quintero F.; Tello A.; Prada A.M.; Galvis V.; Romero L.A.","Marrugo, Andres G. (24329839300); Quintero, Fernando (57221475394); Tello, Alejandro (6603664598); Prada, Angélica M. (55767855400); Galvis, Virgilio (55963715000); Romero, Lenny A. (36142156300)","24329839300; 57221475394; 6603664598; 55767855400; 55963715000; 36142156300","Recent advances in corneal specular microscopy image analysis through artificial intelligence","2026","PLOS Digital Health","5","3 March","e0001305","","","0","10.1371/journal.pdig.0001305","https://www.scopus.com/pages/publications/105037520290?origin=resultslist","Escuela de Ingeniería, Arquitectura y Diseño, Universidad Tecnologica de Bolivar, Cartagena, Colombia; Centro Oftalmológico Virgilio Galvis, Floridablanca, Colombia; Fundación Oftalmológica de Santander FOSCAL, Floridablanca, Colombia; Faculty of Health, Universidad Autónoma de Bucaramanga UNAB, Bucaramanga, Colombia; School of Medicine, Faculty of Health, Universidad Industrial de Santander UIS, Bucaramanga, Colombia; Dirección de Ciencias Básicas, Universidad Tecnologica de Bolivar, Cartagena, Colombia","Marrugo A.G., Escuela de Ingeniería, Arquitectura y Diseño, Universidad Tecnologica de Bolivar, Cartagena, Colombia; Quintero F., Escuela de Ingeniería, Arquitectura y Diseño, Universidad Tecnologica de Bolivar, Cartagena, Colombia; Tello A., Centro Oftalmológico Virgilio Galvis, Floridablanca, Colombia, Fundación Oftalmológica de Santander FOSCAL, Floridablanca, Colombia, Faculty of Health, Universidad Autónoma de Bucaramanga UNAB, Bucaramanga, Colombia, School of Medicine, Faculty of Health, Universidad Industrial de Santander UIS, Bucaramanga, Colombia; Prada A.M., Centro Oftalmológico Virgilio Galvis, Floridablanca, Colombia, Fundación Oftalmológica de Santander FOSCAL, Floridablanca, Colombia, Faculty of Health, Universidad Autónoma de Bucaramanga UNAB, Bucaramanga, Colombia; Galvis V., Centro Oftalmológico Virgilio Galvis, Floridablanca, Colombia, Fundación Oftalmológica de Santander FOSCAL, Floridablanca, Colombia, Faculty of Health, Universidad Autónoma de Bucaramanga UNAB, Bucaramanga, Colombia; Romero L.A., Dirección de Ciencias Básicas, Universidad Tecnologica de Bolivar, Cartagena, Colombia","","","","","27673170","","","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105037520290"
"Julieth Mármol Matute S.; Zulay Cárdenas Escobar A.; Morales Londoño N.; Mendoza Díaz A.; Gazabón Arrieta F.; Ospina Mateus H.","Julieth Mármol Matute, Sayuri (60151018000); Zulay Cárdenas Escobar, Alba (57930948900); Morales Londoño, Natalie (57195913974); Mendoza Díaz, Armando (57931099400); Gazabón Arrieta, Fabián (57202852177); Ospina Mateus, Holman (57194034904)","60151018000; 57930948900; 57195913974; 57931099400; 57202852177; 57194034904","Application of Lean Methodologies in the Manufacturing Technology Laboratory at Universidad Tecnológica de Bolívar; [Aplicación de Metodologías Lean en el Laboratorio de Tecnología de Fabricación de la Universidad Tecnológica de Bolívar]","2025","Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology","","2025","","","","0","10.18687/LACCEI2025.1.1.1068","https://www.scopus.com/pages/publications/105019299654?origin=resultslist","Universidad Tecnológica de Bolívar (UTB), Colombia","Julieth Mármol Matute S., Universidad Tecnológica de Bolívar (UTB), Colombia; Zulay Cárdenas Escobar A., Universidad Tecnológica de Bolívar (UTB), Colombia; Morales Londoño N., Universidad Tecnológica de Bolívar (UTB), Colombia; Mendoza Díaz A., Universidad Tecnológica de Bolívar (UTB), Colombia; Gazabón Arrieta F., Universidad Tecnológica de Bolívar (UTB), Colombia; Ospina Mateus H., Universidad Tecnológica de Bolívar (UTB), Colombia","","","","","24146390","","","Conference paper","Final","","Scopus","2-s2.0-105019299654"
"Sierra-Porta D.","Sierra-Porta, D. (57191333650)","57191333650","Characterizing long-term cosmic ray time series with geometric network curvature metrics","2025","Journal of Atmospheric and Solar-Terrestrial Physics","268","","106418","","","0","10.1016/j.jastp.2025.106418","https://www.scopus.com/pages/publications/85214707412?origin=resultslist","Universidad Tecnológica de Bolívar, Facultad de Ciencias Básicas, Parque Industrial y Tecnológico Carlos Vélez, Pombo Km 1 Vía, Cartagena de Indias, Turbaco, 130010, Colombia","Sierra-Porta D., Universidad Tecnológica de Bolívar, Facultad de Ciencias Básicas, Parque Industrial y Tecnológico Carlos Vélez, Pombo Km 1 Vía, Cartagena de Indias, Turbaco, 130010, Colombia","","","","","13646826","","","Article","Final","","Scopus","2-s2.0-85214707412"
"Rubio-Leon D.-C.; Cano-Sierra L.; Reyes-Rivera M.-J.; Abitbol P.; Garcia-Padilla D.; Forero-Garcia S.L.; Lopez-Lopez W.","Rubio-Leon, Diana Carolina (56491243500); Cano-Sierra, Laura (59360499800); Reyes-Rivera, Maria-Juliana (59361500800); Abitbol, Pablo (58145499200); Garcia-Padilla, Dennys (58145290800); Forero-Garcia, Sara Lucia (59360833800); Lopez-Lopez, Wilson (7004217890)","56491243500; 59360499800; 59361500800; 58145499200; 58145290800; 59360833800; 7004217890","Social determinants of mental health in armed conflict-Affected municipalities","2026","Psychosocial Intervention","35","","e260809","","","0","10.5093/pi2026a1","https://www.scopus.com/pages/publications/105028921643?origin=resultslist","Psychology and Health Research Group, School of Psychology, Pontificia Universidad Javeriana, Bogota, Colombia; Social Ties and Peace Cultures Research Group, School of Psychology, Pontificia Universidad Javeriana, Bogota, Colombia; Regional Group of Historic Memory, Universidad Tecnologica de Bolivar, Cartagena, Colombia","Rubio-Leon D.-C., Psychology and Health Research Group, School of Psychology, Pontificia Universidad Javeriana, Bogota, Colombia; Cano-Sierra L., Social Ties and Peace Cultures Research Group, School of Psychology, Pontificia Universidad Javeriana, Bogota, Colombia; Reyes-Rivera M.-J., Social Ties and Peace Cultures Research Group, School of Psychology, Pontificia Universidad Javeriana, Bogota, Colombia; Abitbol P., Regional Group of Historic Memory, Universidad Tecnologica de Bolivar, Cartagena, Colombia; Garcia-Padilla D., Psychology and Health Research Group, School of Psychology, Pontificia Universidad Javeriana, Bogota, Colombia; Forero-Garcia S.L., Social Ties and Peace Cultures Research Group, School of Psychology, Pontificia Universidad Javeriana, Bogota, Colombia; Lopez-Lopez W., Social Ties and Peace Cultures Research Group, School of Psychology, Pontificia Universidad Javeriana, Bogota, Colombia","","","","","11320559","","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105028921643"
